datetime,station_antwerp,station_paris,station_london
2019-05-07 02:00:00,,,23.0
2019-05-07 03:00:00,50.5,25.0,19.0
2019-05-07 04:00:00,45.0,27.7,19.0
2019-05-07 05:00:00,,50.4,16.0
2019-05-07 06:00:00,,61.9,
2019-05-07 07:00:00,,72.4,26.0
2019-05-07 08:00:00,,77.7,32.0
2019-05-07 09:00:00,,67.9,32.0
2019-05-07 10:00:00,,56.0,28.0
2019-05-07 11:00:00,,34.5,21.0
2019-05-07 12:00:00,,20.1,21.0
2019-05-07 13:00:00,,13.0,18.0
2019-05-07 14:00:00,,10.6,20.0
2019-05-07 15:00:00,,13.2,18.0
2019-05-07 16:00:00,,11.0,20.0
2019-05-07 17:00:00,,11.7,20.0
2019-05-07 18:00:00,,18.2,21.0
2019-05-07 19:00:00,,22.3,20.0
2019-05-07 20:00:00,,21.4,20.0
2019-05-07 21:00:00,,26.8,24.0
2019-05-07 22:00:00,,36.2,24.0
2019-05-07 23:00:00,,33.9,
2019-05-08 00:00:00,,35.8,24.0
2019-05-08 01:00:00,,34.0,19.0
2019-05-08 02:00:00,,22.1,19.0
2019-05-08 03:00:00,23.0,19.6,20.0
2019-05-08 04:00:00,20.5,15.3,20.0
2019-05-08 05:00:00,,13.5,19.0
2019-05-08 06:00:00,,15.5,19.0
2019-05-08 07:00:00,,19.3,29.0
2019-05-08 08:00:00,,21.7,34.0
2019-05-08 09:00:00,,19.5,36.0
2019-05-08 10:00:00,,17.0,33.0
2019-05-08 11:00:00,,19.7,28.0
2019-05-08 12:00:00,,33.4,27.0
2019-05-08 13:00:00,,21.4,26.0
2019-05-08 14:00:00,,15.1,26.0
2019-05-08 15:00:00,,14.3,24.0
2019-05-08 16:00:00,,25.3,27.0
2019-05-08 17:00:00,,26.0,28.0
2019-05-08 18:00:00,,38.6,31.0
2019-05-08 19:00:00,,29.3,40.0
2019-05-08 20:00:00,,27.8,25.0
2019-05-08 21:00:00,,41.3,29.0
2019-05-08 22:00:00,,38.3,26.0
2019-05-08 23:00:00,,48.9,
2019-05-09 00:00:00,,32.2,25.0
2019-05-09 01:00:00,,25.2,30.0
2019-05-09 02:00:00,,14.7,
2019-05-09 03:00:00,20.0,10.6,31.0
2019-05-09 04:00:00,20.5,10.0,31.0
2019-05-09 05:00:00,,10.4,33.0
2019-05-09 06:00:00,,15.3,33.0
2019-05-09 07:00:00,,34.5,33.0
2019-05-09 08:00:00,,50.7,33.0
2019-05-09 09:00:00,,49.0,35.0
2019-05-09 10:00:00,,32.2,36.0
2019-05-09 11:00:00,,32.3,28.0
2019-05-09 12:00:00,,43.1,27.0
2019-05-09 13:00:00,,34.2,30.0
2019-05-09 14:00:00,,35.1,27.0
2019-05-09 15:00:00,,21.3,34.0
2019-05-09 16:00:00,,24.6,97.0
2019-05-09 17:00:00,,23.9,67.0
2019-05-09 18:00:00,,27.0,60.0
2019-05-09 19:00:00,,29.9,58.0
2019-05-09 20:00:00,,24.4,62.0
2019-05-09 21:00:00,,23.8,59.0
2019-05-09 22:00:00,,29.2,65.0
2019-05-09 23:00:00,,34.5,59.0
2019-05-10 00:00:00,,29.7,59.0
2019-05-10 01:00:00,,26.7,52.0
2019-05-10 02:00:00,,22.7,52.0
2019-05-10 03:00:00,10.5,19.1,41.0
2019-05-10 04:00:00,11.5,14.1,41.0
2019-05-10 05:00:00,,15.0,40.0
2019-05-10 06:00:00,,20.5,40.0
2019-05-10 07:00:00,,37.8,39.0
2019-05-10 08:00:00,,47.4,36.0
2019-05-10 09:00:00,,57.3,39.0
2019-05-10 10:00:00,,60.7,34.0
2019-05-10 11:00:00,,53.4,31.0
2019-05-10 12:00:00,,35.1,29.0
2019-05-10 13:00:00,,23.2,28.0
2019-05-10 14:00:00,,25.3,26.0
2019-05-10 15:00:00,,22.0,25.0
2019-05-10 16:00:00,,29.3,25.0
2019-05-10 17:00:00,,29.6,24.0
2019-05-10 18:00:00,,30.8,26.0
2019-05-10 19:00:00,,37.8,26.0
2019-05-10 20:00:00,,33.4,29.0
2019-05-10 21:00:00,,39.3,29.0
2019-05-10 22:00:00,,43.6,29.0
2019-05-10 23:00:00,,37.0,31.0
2019-05-11 00:00:00,,28.1,31.0
2019-05-11 01:00:00,,26.0,27.0
2019-05-11 02:00:00,,24.8,27.0
2019-05-11 03:00:00,26.5,15.5,32.0
2019-05-11 04:00:00,21.0,14.9,32.0
2019-05-11 05:00:00,,,35.0
2019-05-11 06:00:00,,,35.0
2019-05-11 07:00:00,,,30.0
2019-05-11 08:00:00,,28.9,30.0
2019-05-11 09:00:00,,29.0,27.0
2019-05-11 10:00:00,,32.1,30.0
2019-05-11 11:00:00,,35.7,
2019-05-11 12:00:00,,36.8,
2019-05-11 13:00:00,,33.2,
2019-05-11 14:00:00,,30.2,
2019-05-11 15:00:00,,30.8,
2019-05-11 16:00:00,,17.8,28.0
2019-05-11 17:00:00,,18.0,26.0
2019-05-11 18:00:00,,19.5,28.0
2019-05-11 19:00:00,,32.0,31.0
2019-05-11 20:00:00,,33.1,33.0
2019-05-11 21:00:00,,31.2,33.0
2019-05-11 22:00:00,,24.2,34.0
2019-05-11 23:00:00,,21.1,37.0
2019-05-12 00:00:00,,27.7,37.0
2019-05-12 01:00:00,,26.4,35.0
2019-05-12 02:00:00,,22.8,35.0
2019-05-12 03:00:00,17.5,19.2,38.0
2019-05-12 04:00:00,20.0,17.2,38.0
2019-05-12 05:00:00,,16.0,36.0
2019-05-12 06:00:00,,16.2,36.0
2019-05-12 07:00:00,,19.2,38.0
2019-05-12 08:00:00,,20.1,44.0
2019-05-12 09:00:00,,15.9,32.0
2019-05-12 10:00:00,,14.6,26.0
2019-05-12 11:00:00,,11.7,26.0
2019-05-12 12:00:00,,11.4,21.0
2019-05-12 13:00:00,,11.4,20.0
2019-05-12 14:00:00,,10.9,19.0
2019-05-12 15:00:00,,8.7,21.0
2019-05-12 16:00:00,,9.1,22.0
2019-05-12 17:00:00,,9.6,23.0
2019-05-12 18:00:00,,11.7,24.0
2019-05-12 19:00:00,,13.9,22.0
2019-05-12 20:00:00,,18.2,22.0
2019-05-12 21:00:00,,19.5,22.0
2019-05-12 22:00:00,,24.1,21.0
2019-05-12 23:00:00,,34.2,22.0
2019-05-13 00:00:00,,46.5,22.0
2019-05-13 01:00:00,,32.5,22.0
2019-05-13 02:00:00,,25.0,22.0
2019-05-13 03:00:00,14.5,18.9,24.0
2019-05-13 04:00:00,14.5,18.5,24.0
2019-05-13 05:00:00,,18.9,33.0
2019-05-13 06:00:00,,25.1,33.0
2019-05-13 07:00:00,,38.3,39.0
2019-05-13 08:00:00,,45.2,39.0
2019-05-13 09:00:00,,41.0,31.0
2019-05-13 10:00:00,,32.1,29.0
2019-05-13 11:00:00,,20.6,27.0
2019-05-13 12:00:00,,12.8,26.0
2019-05-13 13:00:00,,9.6,24.0
2019-05-13 14:00:00,,9.2,25.0
2019-05-13 15:00:00,,10.1,26.0
2019-05-13 16:00:00,,10.7,28.0
2019-05-13 17:00:00,,10.6,29.0
2019-05-13 18:00:00,,12.1,30.0
2019-05-13 19:00:00,,13.0,30.0
2019-05-13 20:00:00,,15.5,31.0
2019-05-13 21:00:00,,23.9,31.0
2019-05-13 22:00:00,,28.3,31.0
2019-05-13 23:00:00,,30.4,31.0
2019-05-14 00:00:00,,27.3,31.0
2019-05-14 01:00:00,,22.8,23.0
2019-05-14 02:00:00,,20.9,23.0
2019-05-14 03:00:00,14.5,19.1,26.0
2019-05-14 04:00:00,11.5,19.0,26.0
2019-05-14 05:00:00,,22.1,30.0
2019-05-14 06:00:00,,31.6,30.0
2019-05-14 07:00:00,,38.6,33.0
2019-05-14 08:00:00,,46.1,34.0
2019-05-14 09:00:00,,41.3,33.0
2019-05-14 10:00:00,,28.8,30.0
2019-05-14 11:00:00,,19.0,31.0
2019-05-14 12:00:00,,12.9,27.0
2019-05-14 13:00:00,,11.3,25.0
2019-05-14 14:00:00,,10.2,25.0
2019-05-14 15:00:00,,11.0,25.0
2019-05-14 16:00:00,,15.2,29.0
2019-05-14 17:00:00,,13.4,32.0
2019-05-14 18:00:00,,15.3,33.0
2019-05-14 19:00:00,,17.7,30.0
2019-05-14 20:00:00,,17.9,28.0
2019-05-14 21:00:00,,23.3,27.0
2019-05-14 22:00:00,,28.4,25.0
2019-05-14 23:00:00,,29.0,26.0
2019-05-15 00:00:00,,30.9,26.0
2019-05-15 01:00:00,,24.3,22.0
2019-05-15 02:00:00,,18.8,
2019-05-15 03:00:00,25.5,17.2,22.0
2019-05-15 04:00:00,22.5,16.8,22.0
2019-05-15 05:00:00,,17.9,25.0
2019-05-15 06:00:00,,28.9,25.0
2019-05-15 07:00:00,,46.5,33.0
2019-05-15 08:00:00,,48.1,33.0
2019-05-15 09:00:00,,32.1,34.0
2019-05-15 10:00:00,,25.7,35.0
2019-05-15 11:00:00,,0.0,36.0
2019-05-15 12:00:00,,0.0,35.0
2019-05-15 13:00:00,,0.0,30.0
2019-05-15 14:00:00,,9.4,31.0
2019-05-15 15:00:00,,10.0,30.0
2019-05-15 16:00:00,,11.9,38.0
2019-05-15 17:00:00,,12.9,38.0
2019-05-15 18:00:00,,12.2,33.0
2019-05-15 19:00:00,,12.9,35.0
2019-05-15 20:00:00,,16.5,33.0
2019-05-15 21:00:00,,20.3,31.0
2019-05-15 22:00:00,,30.1,32.0
2019-05-15 23:00:00,,36.0,33.0
2019-05-16 00:00:00,,44.1,33.0
2019-05-16 01:00:00,,30.9,33.0
2019-05-16 02:00:00,,27.4,33.0
2019-05-16 03:00:00,28.0,26.0,28.0
2019-05-16 04:00:00,,26.7,28.0
2019-05-16 05:00:00,,27.9,26.0
2019-05-16 06:00:00,,37.0,26.0
2019-05-16 07:00:00,,52.6,33.0
2019-05-16 08:00:00,,,34.0
2019-05-16 09:00:00,,40.0,33.0
2019-05-16 10:00:00,,39.4,32.0
2019-05-16 11:00:00,,29.5,31.0
2019-05-16 12:00:00,,13.5,33.0
2019-05-16 13:00:00,,10.5,30.0
2019-05-16 14:00:00,,9.2,27.0
2019-05-16 15:00:00,,8.5,27.0
2019-05-16 16:00:00,,8.1,26.0
2019-05-16 17:00:00,,10.1,29.0
2019-05-16 18:00:00,,10.3,30.0
2019-05-16 19:00:00,,13.5,25.0
2019-05-16 20:00:00,,15.9,27.0
2019-05-16 21:00:00,,14.4,26.0
2019-05-16 22:00:00,,24.8,25.0
2019-05-16 23:00:00,,24.3,25.0
2019-05-17 00:00:00,,37.1,25.0
2019-05-17 01:00:00,,43.7,23.0
2019-05-17 02:00:00,,46.3,23.0
2019-05-17 03:00:00,,26.1,21.0
2019-05-17 04:00:00,,24.6,21.0
2019-05-17 05:00:00,,26.6,21.0
2019-05-17 06:00:00,,28.4,21.0
2019-05-17 07:00:00,,34.0,25.0
2019-05-17 08:00:00,,46.3,27.0
2019-05-17 09:00:00,,55.0,27.0
2019-05-17 10:00:00,,57.5,29.0
2019-05-17 11:00:00,,60.5,30.0
2019-05-17 12:00:00,,51.5,30.0
2019-05-17 13:00:00,,43.1,30.0
2019-05-17 14:00:00,,46.5,29.0
2019-05-17 15:00:00,,37.9,31.0
2019-05-17 16:00:00,,27.0,32.0
2019-05-17 17:00:00,,22.2,30.0
2019-05-17 18:00:00,,20.7,29.0
2019-05-17 19:00:00,,27.9,31.0
2019-05-17 20:00:00,,33.6,36.0
2019-05-17 21:00:00,,24.7,36.0
2019-05-17 22:00:00,,23.5,36.0
2019-05-17 23:00:00,,24.3,35.0
2019-05-18 00:00:00,,28.2,35.0
2019-05-18 01:00:00,,34.1,31.0
2019-05-18 02:00:00,,31.5,31.0
2019-05-18 03:00:00,41.5,37.4,31.0
2019-05-18 04:00:00,,29.0,31.0
2019-05-18 05:00:00,,16.1,29.0
2019-05-18 06:00:00,,16.6,29.0
2019-05-18 07:00:00,,20.1,27.0
2019-05-18 08:00:00,,22.1,29.0
2019-05-18 09:00:00,,27.4,35.0
2019-05-18 10:00:00,,20.4,32.0
2019-05-18 11:00:00,,21.1,35.0
2019-05-18 12:00:00,,24.1,34.0
2019-05-18 13:00:00,,17.5,38.0
2019-05-18 14:00:00,,12.9,29.0
2019-05-18 15:00:00,,10.5,27.0
2019-05-18 16:00:00,,11.8,28.0
2019-05-18 17:00:00,,13.0,30.0
2019-05-18 18:00:00,,14.6,42.0
2019-05-18 19:00:00,,12.8,42.0
2019-05-18 20:00:00,35.5,14.5,36.0
2019-05-18 21:00:00,35.5,67.5,35.0
2019-05-18 22:00:00,40.0,36.2,41.0
2019-05-18 23:00:00,39.0,59.3,46.0
2019-05-19 00:00:00,34.5,62.5,46.0
2019-05-19 01:00:00,29.5,50.2,49.0
2019-05-19 02:00:00,23.5,49.6,49.0
2019-05-19 03:00:00,22.5,34.9,49.0
2019-05-19 04:00:00,19.0,38.1,49.0
2019-05-19 05:00:00,19.0,36.4,49.0
2019-05-19 06:00:00,21.0,39.4,49.0
2019-05-19 07:00:00,26.0,40.9,38.0
2019-05-19 08:00:00,30.5,31.1,36.0
2019-05-19 09:00:00,30.0,32.4,33.0
2019-05-19 10:00:00,23.5,31.7,30.0
2019-05-19 11:00:00,16.0,33.0,27.0
2019-05-19 12:00:00,17.5,31.0,28.0
2019-05-19 13:00:00,17.0,32.6,25.0
2019-05-19 14:00:00,16.0,27.9,27.0
2019-05-19 15:00:00,14.5,21.0,31.0
2019-05-19 16:00:00,23.0,23.8,29.0
2019-05-19 17:00:00,33.0,31.7,28.0
2019-05-19 18:00:00,17.5,32.5,27.0
2019-05-19 19:00:00,18.5,33.9,29.0
2019-05-19 20:00:00,15.5,32.7,30.0
2019-05-19 21:00:00,26.0,51.2,32.0
2019-05-19 22:00:00,15.0,35.6,32.0
2019-05-19 23:00:00,12.5,23.2,32.0
2019-05-20 00:00:00,18.5,22.2,32.0
2019-05-20 01:00:00,16.5,18.8,28.0
2019-05-20 02:00:00,26.0,16.4,28.0
2019-05-20 03:00:00,17.0,12.8,32.0
2019-05-20 04:00:00,10.5,12.1,32.0
2019-05-20 05:00:00,9.0,12.6,26.0
2019-05-20 06:00:00,14.0,14.9,26.0
2019-05-20 07:00:00,20.0,25.2,31.0
2019-05-20 08:00:00,26.0,40.1,31.0
2019-05-20 09:00:00,38.0,46.9,29.0
2019-05-20 10:00:00,40.0,46.1,29.0
2019-05-20 11:00:00,30.5,45.5,28.0
2019-05-20 12:00:00,25.0,43.9,28.0
2019-05-20 13:00:00,25.0,35.4,28.0
2019-05-20 14:00:00,34.5,23.8,29.0
2019-05-20 15:00:00,32.0,23.7,32.0
2019-05-20 16:00:00,24.5,27.5,32.0
2019-05-20 17:00:00,25.5,26.5,29.0
2019-05-20 18:00:00,,32.4,30.0
2019-05-20 19:00:00,,24.6,33.0
2019-05-20 20:00:00,,32.2,32.0
2019-05-20 21:00:00,,21.3,32.0
2019-05-20 22:00:00,,21.6,34.0
2019-05-20 23:00:00,,20.3,47.0
2019-05-21 00:00:00,,20.7,47.0
2019-05-21 01:00:00,,19.6,35.0
2019-05-21 02:00:00,,16.9,35.0
2019-05-21 03:00:00,15.5,16.3,26.0
2019-05-21 04:00:00,,17.7,26.0
2019-05-21 05:00:00,,17.9,23.0
2019-05-21 06:00:00,,18.5,23.0
2019-05-21 07:00:00,,38.0,30.0
2019-05-21 08:00:00,,62.6,27.0
2019-05-21 09:00:00,,56.0,28.0
2019-05-21 10:00:00,,54.2,29.0
2019-05-21 11:00:00,,48.1,29.0
2019-05-21 12:00:00,,30.4,26.0
2019-05-21 13:00:00,,25.5,26.0
2019-05-21 14:00:00,,30.5,28.0
2019-05-21 15:00:00,,49.7,33.0
2019-05-21 16:00:00,,47.8,34.0
2019-05-21 17:00:00,,36.6,34.0
2019-05-21 18:00:00,,42.3,37.0
2019-05-21 19:00:00,,75.0,35.0
2019-05-21 20:00:00,,54.3,40.0
2019-05-21 21:00:00,,50.0,38.0
2019-05-21 22:00:00,,40.8,33.0
2019-05-21 23:00:00,,43.0,33.0
2019-05-22 00:00:00,,33.2,33.0
2019-05-22 01:00:00,,29.5,30.0
2019-05-22 02:00:00,,27.1,30.0
2019-05-22 03:00:00,20.5,27.9,27.0
2019-05-22 04:00:00,,19.2,27.0
2019-05-22 05:00:00,,25.2,21.0
2019-05-22 06:00:00,,33.7,21.0
2019-05-22 07:00:00,,45.1,28.0
2019-05-22 08:00:00,,75.7,29.0
2019-05-22 09:00:00,,75.4,31.0
2019-05-22 10:00:00,,70.8,31.0
2019-05-22 11:00:00,,63.1,31.0
2019-05-22 12:00:00,,57.8,28.0
2019-05-22 13:00:00,,42.6,25.0
2019-05-22 14:00:00,,42.2,25.0
2019-05-22 15:00:00,,38.5,28.0
2019-05-22 16:00:00,,40.0,30.0
2019-05-22 17:00:00,,33.2,32.0
2019-05-22 18:00:00,,34.9,34.0
2019-05-22 19:00:00,,36.1,34.0
2019-05-22 20:00:00,,34.1,33.0
2019-05-22 21:00:00,,36.2,33.0
2019-05-22 22:00:00,,44.9,31.0
2019-05-22 23:00:00,,37.7,32.0
2019-05-23 00:00:00,,29.8,32.0
2019-05-23 01:00:00,,62.1,23.0
2019-05-23 02:00:00,,53.3,23.0
2019-05-23 03:00:00,60.5,53.1,20.0
2019-05-23 04:00:00,,66.6,20.0
2019-05-23 05:00:00,,76.8,19.0
2019-05-23 06:00:00,,71.9,19.0
2019-05-23 07:00:00,,68.7,24.0
2019-05-23 08:00:00,,79.6,26.0
2019-05-23 09:00:00,,91.8,25.0
2019-05-23 10:00:00,,97.0,23.0
2019-05-23 11:00:00,,79.4,25.0
2019-05-23 12:00:00,,28.3,24.0
2019-05-23 13:00:00,,17.0,25.0
2019-05-23 14:00:00,,16.4,28.0
2019-05-23 15:00:00,,21.2,34.0
2019-05-23 16:00:00,,17.2,38.0
2019-05-23 17:00:00,,17.5,53.0
2019-05-23 18:00:00,,17.8,60.0
2019-05-23 19:00:00,,22.7,54.0
2019-05-23 20:00:00,,23.5,51.0
2019-05-23 21:00:00,,28.0,45.0
2019-05-23 22:00:00,,33.8,44.0
2019-05-23 23:00:00,,47.0,39.0
2019-05-24 00:00:00,,61.9,39.0
2019-05-24 01:00:00,,23.2,31.0
2019-05-24 02:00:00,,32.8,
2019-05-24 03:00:00,74.5,28.8,31.0
2019-05-24 04:00:00,,28.4,31.0
2019-05-24 05:00:00,,19.4,23.0
2019-05-24 06:00:00,,28.1,23.0
2019-05-24 07:00:00,,35.9,29.0
2019-05-24 08:00:00,,40.7,28.0
2019-05-24 09:00:00,,54.8,26.0
2019-05-24 10:00:00,,45.9,24.0
2019-05-24 11:00:00,,37.9,23.0
2019-05-24 12:00:00,,28.6,26.0
2019-05-24 13:00:00,,40.6,29.0
2019-05-24 14:00:00,,29.3,33.0
2019-05-24 15:00:00,,24.3,39.0
2019-05-24 16:00:00,,20.5,40.0
2019-05-24 17:00:00,,22.7,43.0
2019-05-24 18:00:00,,27.3,46.0
2019-05-24 19:00:00,,25.2,46.0
2019-05-24 20:00:00,,23.3,44.0
2019-05-24 21:00:00,,21.9,42.0
2019-05-24 22:00:00,,31.7,38.0
2019-05-24 23:00:00,,18.1,39.0
2019-05-25 00:00:00,,18.0,39.0
2019-05-25 01:00:00,,16.5,32.0
2019-05-25 02:00:00,,17.4,32.0
2019-05-25 03:00:00,29.0,12.8,25.0
2019-05-25 04:00:00,,20.3,25.0
2019-05-25 05:00:00,,,21.0
2019-05-25 06:00:00,,,21.0
2019-05-25 07:00:00,,,22.0
2019-05-25 08:00:00,,36.9,22.0
2019-05-25 09:00:00,,42.1,23.0
2019-05-25 10:00:00,,44.5,23.0
2019-05-25 11:00:00,,33.6,21.0
2019-05-25 12:00:00,,26.3,23.0
2019-05-25 13:00:00,,19.5,24.0
2019-05-25 14:00:00,,18.6,26.0
2019-05-25 15:00:00,,26.1,31.0
2019-05-25 16:00:00,,23.6,37.0
2019-05-25 17:00:00,,30.0,42.0
2019-05-25 18:00:00,,31.9,46.0
2019-05-25 19:00:00,,20.6,47.0
2019-05-25 20:00:00,,30.4,47.0
2019-05-25 21:00:00,,22.1,44.0
2019-05-25 22:00:00,,43.6,41.0
2019-05-25 23:00:00,,39.5,36.0
2019-05-26 00:00:00,,63.9,36.0
2019-05-26 01:00:00,,70.2,32.0
2019-05-26 02:00:00,,67.0,32.0
2019-05-26 03:00:00,53.0,49.8,26.0
2019-05-26 04:00:00,,23.4,26.0
2019-05-26 05:00:00,,22.9,20.0
2019-05-26 06:00:00,,22.3,20.0
2019-05-26 07:00:00,,16.8,17.0
2019-05-26 08:00:00,,15.1,17.0
2019-05-26 09:00:00,,13.4,15.0
2019-05-26 10:00:00,,11.0,15.0
2019-05-26 11:00:00,,10.3,16.0
2019-05-26 12:00:00,,11.3,17.0
2019-05-26 13:00:00,,13.3,21.0
2019-05-26 14:00:00,,11.5,24.0
2019-05-26 15:00:00,,12.5,25.0
2019-05-26 16:00:00,,15.3,26.0
2019-05-26 17:00:00,,11.7,27.0
2019-05-26 18:00:00,,17.1,26.0
2019-05-26 19:00:00,,17.3,28.0
2019-05-26 20:00:00,,22.8,26.0
2019-05-26 21:00:00,,17.8,25.0
2019-05-26 22:00:00,,16.6,27.0
2019-05-26 23:00:00,,16.1,26.0
2019-05-27 00:00:00,,15.2,26.0
2019-05-27 01:00:00,,10.3,26.0
2019-05-27 02:00:00,,9.5,26.0
2019-05-27 03:00:00,10.5,7.1,24.0
2019-05-27 04:00:00,,5.9,24.0
2019-05-27 05:00:00,,4.8,19.0
2019-05-27 06:00:00,,6.5,19.0
2019-05-27 07:00:00,,20.3,18.0
2019-05-27 08:00:00,,29.1,18.0
2019-05-27 09:00:00,,29.5,18.0
2019-05-27 10:00:00,,34.2,18.0
2019-05-27 11:00:00,,31.4,16.0
2019-05-27 12:00:00,,23.3,17.0
2019-05-27 13:00:00,,19.3,17.0
2019-05-27 14:00:00,,17.3,20.0
2019-05-27 15:00:00,,17.5,20.0
2019-05-27 16:00:00,,17.3,22.0
2019-05-27 17:00:00,,25.6,22.0
2019-05-27 18:00:00,,23.6,22.0
2019-05-27 19:00:00,,22.9,22.0
2019-05-27 20:00:00,,25.6,22.0
2019-05-27 21:00:00,,22.1,23.0
2019-05-27 22:00:00,,22.3,20.0
2019-05-27 23:00:00,,18.8,19.0
2019-05-28 00:00:00,,19.9,19.0
2019-05-28 01:00:00,,22.6,16.0
2019-05-28 02:00:00,,15.4,16.0
2019-05-28 03:00:00,11.0,8.2,16.0
2019-05-28 04:00:00,,6.4,16.0
